mined_at,created_at,year,month,day,day_of_week,hour,minute,screen_name,tweet_id,tweet_id_str,retweet_count,favorite_count,source,language,user_favourites_count,followers_count,friends_count,text
2020-06-21 15:15:56.581408,2018-11-30 16:51:00+00:00,2018,11,30,4,16,51,WTofficial,1068547956750598145,1068547956750598145,183,625.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"OUT NOW: the official music video for 'Raise Your Banner' feat. Anders Fridén from In Flames. Go have a look right here and let us know what you think!

https://t.co/askFA6mGwL https://t.co/L8IyHaMD6r"
2020-06-21 15:15:56.581408,2018-11-30 19:58:46+00:00,2018,11,30,4,19,58,WTofficial,1068595210752585729,1068595210752585729,37,268.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,58779,232507,198,"Portugal! We’ll be performing in Faro on July 20th, for the 38th Bikers Rally! More information soon! https://t.co/KHvg2J7C66"
2020-06-21 15:15:56.581408,2018-12-01 16:45:14+00:00,2018,12,1,5,16,45,WTofficial,1068908893303201792,1068908893303201792,144,414.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,Did you see our brand new music video for ‘Raise Your Banner’? RT if you ❤️ it! Check it out: https://t.co/askFA6mGwL
2020-06-21 15:15:56.581408,2018-12-03 10:40:47+00:00,2018,12,3,0,10,40,WTofficial,1069541954529177601,1069541954529177601,51,207.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,How we feel about Mondays ;-). Have you seen our brand new music video for 'Raise Your Banner' yet? Give it a share if you &lt;3 it! https://t.co/askFA6mGwL https://t.co/JJsE3M4n8g
2020-06-21 15:15:56.581408,2018-12-03 14:13:19+00:00,2018,12,3,0,14,13,WTofficial,1069595441149501441,1069595441149501441,47,314.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"For 'Raise Your Banner' (feat. Anders Fridén) we've had the absolute pleasure of working together WITH YOU! Thanks to the amazing crew and fans that were willing to bare with us until 7AM. You are the best. 

Link to the  video: https://t.co/askFA6mGwL https://t.co/jNYiuKkqIq"
2020-06-21 15:15:56.581408,2018-12-04 18:04:04+00:00,2018,12,4,1,18,4,WTofficial,1070015899191648256,1070015899191648256,73,405.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,We've just heard that our music video for 'The Reckoning' is nominated for an Edison Award in the category Best Music Video. AWYEAH! #EdisonPop19 #metalvshiphop #letsgo https://t.co/aI5cFLgBsu (made by The NOISE) https://t.co/ovvlzBNQxC
2020-06-21 15:15:56.581408,2018-12-05 09:51:12+00:00,2018,12,5,2,9,51,WTofficial,1070254249085411328,1070254249085411328,74,659.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,It's Wednesday and this means... #womancrushwednesday! Who's yours 😏?! https://t.co/eX8dGBn49M
2020-06-21 15:15:56.581408,2018-12-05 14:59:09+00:00,2018,12,5,2,14,59,WTofficial,1070331747584352256,1070331747584352256,87,258.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,We're halfway through the week you guys - so raise your banners and fight your wars: we're heading towards the weekend! RT if you and your colleagues deserve a BOOST! https://t.co/askFA6mGwL
2020-06-21 15:15:56.374938,2018-12-07 09:16:19+00:00,2018,12,7,4,9,16,WTofficial,1070970246184480768,1070970246184480768,65,326.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"Be prepared: this Sunday night we are Facebook live streaming our entire show @ Mehr Theater am Großmarkt in Hamburg.

We are also presenting 5 brand new tracks from our upcoming album RESIST - that you can order at: https://t.co/mDCVBN9PlJ

Tune in on Sunday on Facebook! https://t.co/5Pt6WnRXmX"
2020-06-21 15:15:56.374938,2018-12-07 19:21:15+00:00,2018,12,7,4,19,21,WTofficial,1071122483410026497,1071122483410026497,38,200.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,Thank you Studio Brussel for adding 'Firelight' to your playlist! Share if you &lt;3! https://t.co/Fdgth9mX6X
2020-06-21 15:15:56.374938,2018-12-07 19:42:53+00:00,2018,12,7,4,19,42,WTofficial,1071127927335673858,1071127927335673858,43,284.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,58779,232507,198,"USA/Canada! Get ready for an announcement soon, make sure to join our mailinglist to be the first..! (don't forget to enter your country and to agree to the marketing permissions!) https://t.co/vOIPoghKyq https://t.co/eIjhNKb7F4"
2020-06-21 15:15:56.374938,2018-12-08 11:18:36+00:00,2018,12,8,5,11,18,WTofficial,1071363411412467718,1071363411412467718,67,366.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"Don't forget that tomorrow we will be live streaming our entire show in Hamburg on Facebook - including 5 brand new tracks from our upcoming album!

Tune in at around 20:30. https://t.co/SszG0XljWq"
2020-06-21 15:15:56.374938,2018-12-08 16:56:11+00:00,2018,12,8,5,16,56,WTofficial,1071448364217196544,1071448364217196544,22,187.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,Tonight the 3rd leg of the tour officially kicks off in Berlin! It's SOLD OUT! So for the ones that are not going to see us live.. Blast our tracks through your living room (or tune into our Facebook livestream tomorrow night) 🤟! https://t.co/askFA6mGwL
2020-06-21 15:15:56.374938,2018-12-08 17:10:41+00:00,2018,12,8,5,17,10,WTofficial,1071452016243814400,1071452016243814400,37,199.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,58779,232507,198,"It’ll be 20:30 CET, which is 19:30 UK, 11:30 AM LA time, 2:30 PM NYC time! https://t.co/93wowgfqYg"
2020-06-21 15:15:56.374938,2018-12-09 11:40:24+00:00,2018,12,9,6,11,40,WTofficial,1071731283921960960,1071731283921960960,49,266.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"TONIGHT: 20:30 CET, 19:30 UK, 11:30 LA TIME, 2:30 PM NYC -&gt; WITHIN TEMPTATION live from HAMBURG!. https://t.co/vHkTVpuj7i"
2020-06-21 15:15:56.374938,2018-12-09 17:55:42+00:00,2018,12,9,6,17,55,WTofficial,1071825729581707265,1071825729581707265,113,560.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,Surprise! Tonight we are also streaming our entire show live from Hamburg on our YouTube channel! We will be live a few minutes later than planned - 20:55PM CET. See you in a few hours! https://t.co/mtha4wiAzn https://t.co/tmAYWyiJ2B
2020-06-21 15:15:56.374938,2018-12-09 21:01:09+00:00,2018,12,9,6,21,1,WTofficial,1071872402638938118,1071872402638938118,66,386.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,Who's watching our live-stream?! Go catch the last part of it: https://t.co/4L5zMMO1rd
2020-06-21 15:15:56.374938,2018-12-10 09:41:18+00:00,2018,12,10,0,9,41,WTofficial,1072063699278536709,1072063699278536709,32,323.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,Two is better than one 🇺🇸
2020-06-21 15:15:56.374938,2018-12-10 13:55:34+00:00,2018,12,10,0,13,55,WTofficial,1072127688331198465,1072127688331198465,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",und,58779,232507,198,@YoussefSaddouq &lt;3
2020-06-21 15:15:56.374938,2018-12-10 15:12:43+00:00,2018,12,10,0,15,12,WTofficial,1072147103592394752,1072147103592394752,84,371.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"Hello USA &amp; Canada! We are coming for you in February &amp; March 2019 together with our friends in @InFlames_SWE! Our super limited pre-sale starts this Wednesday 10AM local time, December 12th via @BLABBERMOUTHNET, so set a reminder in your agenda! https://t.co/hpannCwLLZ"
2020-06-21 15:15:56.374938,2018-12-10 15:41:13+00:00,2018,12,10,0,15,41,WTofficial,1072154273578913792,1072154273578913792,32,133.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,58779,232507,198,Check the full list of dates here: https://t.co/ToRPC7KA1X https://t.co/VB3G8LB29m
2020-06-21 15:15:56.374938,2018-12-11 11:56:04+00:00,2018,12,11,1,11,56,WTofficial,1072460003607490560,1072460003607490560,35,307.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"""Pinky promise you won't do any weird stuff on stage tonight, Jeroen..."" - Tonight we are continuing our tour with a SOLD OUT show in Prague! Can't WAIT! Photo: https://t.co/wWuIYDXiA9 https://t.co/UskB8XxG1b"
2020-06-21 15:15:56.374938,2018-12-11 19:29:51+00:00,2018,12,11,1,19,29,WTofficial,1072574199871520768,1072574199871520768,37,257.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,We are so honored that we will be heading back to the US together with our awesome friends in In Flames. What do you think of this collab with Anders?! https://t.co/askFA6mGwL
2020-06-21 15:15:56.374938,2018-12-12 16:09:48+00:00,2018,12,12,2,16,9,WTofficial,1072886244504465408,1072886244504465408,47,309.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,Pssssssst! Our very very very first pre sale via BLABBERMOUTH has already started.. Who's got their tickets yet? https://t.co/hlN8f4eCdF
2020-06-21 15:15:56.374938,2018-12-12 19:05:23+00:00,2018,12,12,2,19,5,WTofficial,1072930432977657861,1072930432977657861,38,254.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,"Getting ready for our show tonight.. Hitting the stage in Budapest in 3,2,1... Video by https://t.co/wWuIYDXiA9 https://t.co/7F8vy8wGL9"
2020-06-21 15:15:56.374938,2018-12-13 18:24:10+00:00,2018,12,13,3,18,24,WTofficial,1073282445716393984,1073282445716393984,38,276.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,We are so grateful for our lovely fans. You guys are troopers waiting while we are setting up &lt;3 - This was in Prague a couple of days ago. Video by https://t.co/wWuIYDXiA9 https://t.co/8qbNQBWymj
2020-06-21 15:15:56.374938,2018-12-14 15:06:02+00:00,2018,12,14,4,15,6,WTofficial,1073594973268963329,1073594973268963329,15,108.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,58779,232507,198,Tickets for our NYC show are on sale now! https://t.co/XMGD1dHgDL
2020-06-21 15:15:56.374938,2018-12-14 20:15:16+00:00,2018,12,14,4,20,15,WTofficial,1073672793965903873,1073672793965903873,45,228.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",en,58779,232507,198,Great news US and Canada! Our 2019 Resist tour with @InFlames_SWE and @smashintopieces just went on sale. Check the Facebook tour or our website for the dates and ticket links! VIPs available here (and almost sold out): https://t.co/BtqbA20Myb https://t.co/ohCvm39KNM
2020-06-21 15:15:56.374938,2018-12-15 22:32:00+00:00,2018,12,15,5,22,32,WTofficial,1074069593507930118,1074069593507930118,33,261.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,58779,232507,198,"Our US tour is on sale now, don’t be late! Check: 
https://t.co/36NUNuPCjT https://t.co/5VzAU6f2DF"
2020-06-21 15:15:56.374938,2018-12-16 15:43:51+00:00,2018,12,16,6,15,43,WTofficial,1074329266979028992,1074329266979028992,44,320.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,"Milan, thank you thank you thank you! Tonight we continue The Resist Tour 2018 @ Ludwigsburg. Germany, wie gehts?! Photo: https://t.co/wWuIYDXiA9 https://t.co/VhGwK4SkRH"
2020-06-21 15:15:56.374938,2018-12-16 20:34:19+00:00,2018,12,16,6,20,34,WTofficial,1074402362125639680,1074402362125639680,18,169.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,On the 3rd day of Black X-Mas... Go watch a new live video from our Black X-Mas show now: https://t.co/Ox0zm7MFIY https://t.co/lBLz1h4M73
2020-06-21 15:15:56.374938,2018-12-16 20:34:43+00:00,2018,12,16,6,20,34,WTofficial,1074402463770427393,1074402463770427393,4,54.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,Oh and photo by the amazing @timtronckoe of course!
2020-06-21 15:15:56.374938,2018-12-17 11:00:28+00:00,2018,12,17,0,11,0,WTofficial,1074620335918645248,1074620335918645248,20,125.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"What do you typically do when you are in Hamburg, that our lovely guitarist @ruudjolie of course didn't do?! Find out in his latest vlog: https://t.co/rH3vgunNr0"
2020-06-21 15:15:56.374938,2018-12-17 14:31:10+00:00,2018,12,17,0,14,31,WTofficial,1074673361199001600,1074673361199001600,32,150.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,On the 4th day of Black X-Mas... https://t.co/nQcrkf8MrL
2020-06-21 15:15:56.374938,2018-12-17 22:09:14+00:00,2018,12,17,0,22,9,WTofficial,1074788639039725573,1074788639039725573,37,259.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,"On January 11 we will officially release 'Mother Earth' on vinyl! The 2LP vinyl will come in a gatefold sleeve, includes a booklet with lyrics, pictures &amp; exclusive poster and 4 live tracks.

Preorder yours right now: there are only 5.000 coloured vinyl!

https://t.co/m5iFpEJwF1 https://t.co/bk9K7YVZqj"
2020-06-21 15:15:56.374938,2018-12-18 08:40:02+00:00,2018,12,18,1,8,40,WTofficial,1074947385296605185,1074947385296605185,40,189.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,Have you seen our live version of 'Stand My Ground' @ Black X-Mas? We might be treating you with double trouble today... https://t.co/nQcrkf8MrL
2020-06-21 15:15:56.374938,2018-12-18 13:32:13+00:00,2018,12,18,1,13,32,WTofficial,1075020915883294720,1075020915883294720,35,185.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"Our guitarist Ruud Jolie is nominated for 'Best Guitarist Benelux' and 'Best Metal Guitarist Benelux' by @GitaristNL. You would do him a huge X-Mas favor if you'd vote on him! RUUD FOR PRESIDENT!

Go go go: https://t.co/TSSI9vnOSE https://t.co/fOwPi2w8tQ"
2020-06-21 15:15:56.374938,2018-12-18 15:06:51+00:00,2018,12,18,1,15,6,WTofficial,1075044728213831682,1075044728213831682,60,330.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"Oh well - why not make this depressing Tuesday a bit happier and release not only 1, but 2 brand new live videos from our Black X-Mas show?! Watch 'Frozen' and 'Sabbath Bloody Sabbath' in our 12 Days Of Black X-Mas right now! https://t.co/KFgYKIsyPf https://t.co/OeXuOw96aW"
2020-06-21 15:15:56.374938,2018-12-18 15:48:34+00:00,2018,12,18,1,15,48,WTofficial,1075055228540633088,1075055228540633088,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,@RoyWhiley Oops!
2020-06-21 15:15:56.374938,2018-12-18 18:04:04+00:00,2018,12,18,1,18,4,WTofficial,1075089327431004160,1075089327431004160,33,214.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"Munich, thanks for last night, you guys were AWESOME! Tonight: Frankfurt! #resisttour. Photo: https://t.co/wWuIYDXiA9 https://t.co/e5iyYunGx7"
2020-06-21 15:15:56.374938,2018-12-19 13:31:42+00:00,2018,12,19,2,13,31,WTofficial,1075383170676207616,1075383170676207616,54,465.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"New band look incoming in 3, 2, 1... Photo: https://t.co/wWuIYDXiA9 https://t.co/3mSScwWlTB"
2020-06-21 15:15:56.374938,2018-12-19 16:36:40+00:00,2018,12,19,2,16,36,WTofficial,1075429719141744647,1075429719141744647,34,160.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"On the 6th day of Black X-Mas Santa gave us... Venomous poison! Youuuuu're poison, running through my veeeins! Come on everybody, shout the lyrics with us! 🖤 https://t.co/gtj3L0kfTu"
2020-06-21 15:15:56.374938,2018-12-19 20:27:25+00:00,2018,12,19,2,20,27,WTofficial,1075487791134466049,1075487791134466049,52,260.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"Tonight Sharon performed an acoustic version of ""Ice Queen"" together with the amazing @JSteverlinck for Music For Life. Watch the entire video here: https://t.co/WZUVkj3wi9"
2020-06-21 15:15:56.374938,2018-12-20 09:39:15+00:00,2018,12,20,3,9,39,WTofficial,1075687061447958528,1075687061447958528,78,373.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,Metal Hammer have published our cover story from a few issues ago as free-to-read. Read the entire interview with our friends right here: https://t.co/E1Nwkdwvlc @MetalHammer https://t.co/Svz9xjO5zO
2020-06-21 15:15:56.374938,2018-12-20 19:01:02+00:00,2018,12,20,3,19,1,WTofficial,1075828439960248321,1075828439960248321,29,251.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,"Tonight we are kicking off the last THREE shows of The RESIST Tour 2018 in 013, Tilburg. It has been amazing so far. Thank you for making us go faster, faster, faster! Tonight we raise our glass - eh, banner to YOU! Photo by https://t.co/wWuIYDXiA9 https://t.co/Lj7ifACcth"
2020-06-21 15:15:56.374938,2018-12-21 11:26:56+00:00,2018,12,21,4,11,26,WTofficial,1076076547906383872,1076076547906383872,19,163.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,"We did not forget about the 7th day of Black X-Mas, were just a little late to the party oops! Check out our little present for you - including an angry snowman! Can you guess who that is? https://t.co/TYqdqzoCIt"
2020-06-21 15:15:56.374938,2018-12-21 13:03:48+00:00,2018,12,21,4,13,3,WTofficial,1076100924400123905,1076100924400123905,25,264.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,"Rocking it @ 013, Tilburg last night! That was a great start of our three last shows. Who’s coming out tonight or tomorrow? It’s almost Christmas 🎄! Photo by https://t.co/wWuIYDXiA9 https://t.co/oCPI8BqW4a"
2020-06-21 15:15:56.374938,2018-12-21 16:30:38+00:00,2018,12,21,4,16,30,WTofficial,1076152978179059712,1076152978179059712,34,161.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,And on the 8th day of Christmas.. Thank you all for being a step in our 'Stairway To The Skies' 🎄💫! Haha! Here you go: https://t.co/D7nLcA792j
2020-06-21 15:15:56.374938,2018-12-21 18:12:20+00:00,2018,12,21,4,18,12,WTofficial,1076178572933562369,1076178572933562369,31,150.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"- PREORDER AND WIN! -

Amazing stuff for our amazing fans: upload a screenshot of your ‘RESIST’ preorder and win an entire cop-outfit from ‘Raise Your Banner’!

Go to: https://t.co/RWLi4twXJ4"
2020-06-21 15:15:56.374938,2018-12-22 12:09:27+00:00,2018,12,22,5,12,9,WTofficial,1076449634762063872,1076449634762063872,24,224.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,"Amazing photo from last night. Tilburg, tonight we are wrapping up The RESIST Tour 2018. Let’s go out with a BANG ⚡️. Photo: https://t.co/wWuIYDXiA9 https://t.co/4I4Sd1CGdc"
2020-06-21 15:15:56.374938,2018-12-22 13:57:59+00:00,2018,12,22,5,13,57,WTofficial,1076476949667762177,1076476949667762177,32,220.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,58779,232507,198,"In case you missed it: on January 11 we will release 'Mother Earth' on vinyl - including a booklet with lyrics, pictures &amp; exclusive poster and 4 live bonus tracks. Preorder 1 of the 5.000 limited edition right now!

https://t.co/m5iFpEJwF1 https://t.co/KtBpw2n7Yl"
2020-06-21 15:15:56.374938,2018-12-22 16:40:30+00:00,2018,12,22,5,16,40,WTofficial,1076517850125357057,1076517850125357057,34,194.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,On the 9th Day of Black X-Mas... We are warming up for tonight's show (the very LAST show of The RESIST Tour 2018!) with a very special live video of 'Mother Earth'. Go have a look: https://t.co/8PklDAjXEi
2020-06-21 15:15:56.374938,2018-12-23 11:33:42+00:00,2018,12,23,6,11,33,WTofficial,1076803028316024837,1076803028316024837,60,519.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,"The RESIST Tour 2018 is a WRAP! 37 shows, 18 countries and over 125.000 tickets sold! We cannot thank you enough for all the support, the love and the sing-a-longs. It's been a real pleasure. On to 2019! 🖤 Photo: https://t.co/wWuIYDXiA9 https://t.co/qahsa5Q6lu"
2020-06-21 15:15:56.374938,2018-12-23 18:01:15+00:00,2018,12,23,6,18,1,WTofficial,1076900558898892801,1076900558898892801,61,336.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",en,58779,232507,198,All I Need.. Are the greatest fans Within Temptation can think of: YOU GUYS! Thank you for a great 2018 - Merry Black X-Mas 🎄 https://t.co/srh3k2nLls
